Contig	VIR_GYG_1_count	VIR_GYG_1_coverage	VIR_GYG_1_tpm	VIR_GB_2_count	VIR_GB_2_coverage	VIR_GB_2_tpm	VIR_HGMT_3_count	VIR_HGMT_3_coverage	VIR_HGMT_3_tpm	VIR_R_WU_i_4_count	VIR_R_WU_i_4_coverage	VIR_R_WU_i_4_tpm	VIR_R_WU_o_5_count	VIR_R_WU_o_5_coverage	VIR_R_WU_o_5_tpm	VIR_RXT_6_count	VIR_RXT_6_coverage	VIR_RXT_6_tpm	VIR_C_WZ_7_count	VIR_C_WZ_7_coverage	VIR_C_WZ_7_tpm	VIR_QTX_8_count	VIR_QTX_8_coverage	VIR_QTX_8_tpm	VIR_QTX_m_9_count	VIR_QTX_m_9_coverage	VIR_QTX_m_9_tpm	VIR_GWX_i_10_count	VIR_GWX_i_10_coverage	VIR_GWX_i_10_tpm	VIR_G_WX_m_11_count	VIR_G_WX_m_11_coverage	VIR_G_WX_m_11_tpm	VIR_G_SX_i_12_count	VIR_G_SX_i_12_coverage	VIR_G_SX_i_12_tpm	VIR_G_SXKQ_A_13_count	VIR_G_SXKQ_A_13_coverage	VIR_G_SXKQ_A_13_tpm	VIR_G_SXKQ_mb_14_count	VIR_G_SXKQ_mb_14_coverage	VIR_G_SXKQ_mb_14_tpm	VIR_G_SXKQ_mc_15_count	VIR_G_SXKQ_mc_15_coverage	VIR_G_SXKQ_mc_15_tpm	VIR_G_SXKQ_o_16_count	VIR_G_SXKQ_o_16_coverage	VIR_G_SXKQ_o_16_tpm	VIR_C_YC_i_17_count	VIR_C_YC_i_17_coverage	VIR_C_YC_i_17_tpm	VIR_C_YC_o_18_count	VIR_C_YC_o_18_coverage	VIR_C_YC_o_18_tpm	VIR_R_QJ_i_19_count	VIR_R_QJ_i_19_coverage	VIR_R_QJ_i_19_tpm	VIR_C_JZ_i_20_count	VIR_C_JZ_i_20_coverage	VIR_C_JZ_i_20_tpm	VIR_C_JZ_o_21_count	VIR_C_JZ_o_21_coverage	VIR_C_JZ_o_21_tpm	VIR_C_TGZ_22_count	VIR_C_TGZ_22_coverage	VIR_C_TGZ_22_tpm	VIR_R_DTH_i_23_count	VIR_R_DTH_i_23_coverage	VIR_R_DTH_i_23_tpm	VIR_R_DTH_M_24_count	VIR_R_DTH_M_24_coverage	VIR_R_DTH_M_24_tpm	VIR_R_DTH_o_25_count	VIR_R_DTH_o_25_coverage	VIR_R_DTH_o_25_tpm	VIR_C_WH_i_26_count	VIR_C_WH_i_26_coverage	VIR_C_WH_i_26_tpm	VIR_C_WH_m_27_count	VIR_C_WH_m_27_coverage	VIR_C_WH_m_27_tpm	VIR_C_WH_o_28_count	VIR_C_WH_o_28_coverage	VIR_C_WH_o_28_tpm	VIR_C_HS_i_29_count	VIR_C_HS_i_29_coverage	VIR_C_HS_i_29_tpm	VIR_N_CG_30_count	VIR_N_CG_30_coverage	VIR_N_CG_30_tpm	VIR_C_JJ_i_31_count	VIR_C_JJ_i_31_coverage	VIR_C_JJ_i_31_tpm	VIR_C_PYH_M_32_count	VIR_C_PYH_M_32_coverage	VIR_C_PYH_M_32_tpm	VIR_C_JJ_o_33_count	VIR_C_JJ_o_33_coverage	VIR_C_JJ_o_33_tpm	VIR_C_AQ_i_34_count	VIR_C_AQ_i_34_coverage	VIR_C_AQ_i_34_tpm	VIR_C_AQ_o_35_count	VIR_C_AQ_o_35_coverage	VIR_C_AQ_o_35_tpm	VIR_C_TL_i_36_count	VIR_C_TL_i_36_coverage	VIR_C_TL_i_36_tpm	VIR_C_TL_o_37_count	VIR_C_TL_o_37_coverage	VIR_C_TL_o_37_tpm	VIR_C_WH_i_38_count	VIR_C_WH_i_38_coverage	VIR_C_WH_i_38_tpm	VIR_C_WH_o_39_count	VIR_C_WH_o_39_coverage	VIR_C_WH_o_39_tpm	VIR_C_MAS_40_count	VIR_C_MAS_40_coverage	VIR_C_MAS_40_tpm	VIR_C_NJ_i_41_count	VIR_C_NJ_i_41_coverage	VIR_C_NJ_i_41_tpm	VIR_C_NJ_o_42_count	VIR_C_NJ_o_42_coverage	VIR_C_NJ_o_42_tpm	VIR_C_YZ_43_count	VIR_C_YZ_43_coverage	VIR_C_YZ_43_tpm	VIR_C_ZJ_44_count	VIR_C_ZJ_44_coverage	VIR_C_ZJ_44_tpm	VIR_C_C_CZ_45_count	VIR_C_C_CZ_45_coverage	VIR_C_C_CZ_45_tpm	VIR_C_JY_46_count	VIR_C_JY_46_coverage	VIR_C_JY_46_tpm	VIR_C_SNT_47_count	VIR_C_SNT_47_coverage	VIR_C_SNT_47_tpm	VIR_C_NT_48_count	VIR_C_NT_48_coverage	VIR_C_NT_48_tpm	VIR_C_CS_49_count	VIR_C_CS_49_coverage	VIR_C_CS_49_tpm	VIR_C_TCG_50_count	VIR_C_TCG_50_coverage	VIR_C_TCG_50_tpm
NC_032845.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.01633631	74.70905	0.0	0.0	0.0	11.0	0.1796994	518.39746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.06534524	370.3029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032850.1	33.0	0.30165288	136.54437	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.04752066	204.01027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.03443526	119.79143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.022268135	108.17311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.25826445	685.96387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.01721763	62.29888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032853.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.06012024	132.38298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032855.1	183.0	1.7421992	759.5546	8.0	0.13816926	494.06308	28.0	0.45757052	358.73343	13.0	0.22440991	665.0946	0.0	0.0	0.0	47.0	0.81162924	1781.8495	179.0	1.9546344	4041.4631	0.0	0.0	0.0	4.0	0.030857801	575.0992	0.0	0.0	0.0	2.0	0.011053541	252.95522	3.0	0.031088082	180.2458	5.0	0.08635578	470.0836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.15544042	456.43216	42.0	0.72216463	2278.6975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.13793898	2395.1284	2.0	0.034542315	157.96854	8.0	0.13816926	366.9848	0.0	0.0	0.0	2.0	0.034542315	111.0585	44.0	0.7599309	2554.5671	0.0	0.0	0.0	2.0	0.034542315	195.74678	20.0	0.34542313	865.27966	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.017271157	62.52995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.029476108	593.8394	1.0	0.017271157	177.20207	2.0	0.034542315	175.30956	0.0	0.0	0.0	2.0	0.010823258	149.26906	0.0	0.0	0.0	3.0	0.051813472	225.06242	2.0	0.034542315	224.99611	0.0	0.0	0.0	0.0	0.0	0.0
NC_032860.1	1.0	0.018146625	4.3609605	0.0	0.0	0.0	7.0	0.04597145	94.22932	0.0	0.0	0.0	44.0	0.48076457	1252.8278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.031817082	378.76453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.16743286	995.85486	0.0	0.0	0.0	2.0	0.0193564	104.69889	6.0	0.108879745	350.06415	4.0	0.01838858	244.00514	0.0	0.0	0.0	1.0	0.018146625	102.83454	6.0	0.108637795	272.7419	12.0	0.21630777	500.10153	0.0	0.0	0.0	2.0	0.03629325	131.39926	4.0	0.04645536	196.45932	1.0	0.018146625	66.36756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0725865	744.73773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.48995888	2711.6958	0.0	0.0	0.0	6.0	0.108879745	709.2032	0.0	0.0	0.0	0.0	0.0	0.0
NC_032863.1	147.0	1.8660969	580.6499	12.0	0.16392724	705.2824	61.0	0.91442037	743.7604	4.0	0.06574622	194.75543	30.0	0.21411352	773.7042	2.0	0.03287311	72.15937	3.0	0.049309663	64.46087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.06574622	228.71416	1.0	0.016436554	89.473465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.09489371	516.32935	0.0	0.0	0.0	8.0	0.11845277	793.74286	0.0	0.0	0.0	12.0	0.13149244	756.0957	1.0	0.016436554	284.92343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.040762655	331.51675	3.0	0.049309663	97.752266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032867.1	2.0	0.0751503	18.059982	0.0	0.0	0.0	2.0	0.022044089	55.747192	1.0	0.03757515	111.30619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032868.1	2418.0	37.750805	10407.566	137.0	2.351403	8774.01	464.0	6.040597	6164.7705	137.0	2.232597	7268.514	186.0	2.5892537	5227.115	102.0	1.5281194	4010.129	172.0	2.8298507	4027.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	2.3049552	18362.287	63.0	1.0671045	3925.267	38.0	0.6131343	3704.8762	2.0	0.019104477	278.1778	0.0	0.0	0.0	0.0	0.0	0.0	76.0	1.0595821	3996.9832	117.0	1.9658507	6582.7637	0.0	0.0	0.0	55.0	0.75152236	5946.3193	0.0	0.0	0.0	34.0	0.4721194	2334.371	2.0	0.035820894	620.94604	25.0	0.4472836	2047.6959	35.0	0.55044776	1664.9882	38.0	0.616597	1963.3889	22.0	0.3004179	1266.8627	10.0	0.17886567	602.0737	61.0	1.0530149	2165.862	8.0	0.12155224	811.9695	71.0	0.8434627	3185.4424	2.0	0.035820894	82.265434	2.0	0.010746269	129.61142	20.0	0.33683583	1296.8906	3.0	0.053731345	145.42685	6.0	0.10746269	393.023	0.0	0.0	0.0	49.0	0.5321791	1932.4739	9.0	0.1442388	1111.6161	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.2682985	2756.417	1.0	0.017910447	90.899284	14.0	0.25074628	1107.5728	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.35773134	2178.3354	14.0	0.2360597	1633.2701	0.0	0.0	0.0	16.0	0.27271643	695.6554
NC_032871.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.03116316	176.3931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032873.1	149.0	2.1206765	582.36017	13.0	0.21142796	756.0203	16.0	0.25111136	193.03297	6.0	0.028190393	289.06058	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.032527376	42.521927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.09758213	714.59924	4.0	0.017347934	226.30882	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.032527376	298.43008	0.0	0.0	0.0	4.0	0.013878347	191.0255	9.0	0.14528894	459.80914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.081318446	311.72653	4.0	0.0396834	1127.7074	33.0	0.53605115	2454.4375	53.0	0.8619755	2289.4517	66.0	1.0019517	3096.5586	66.0	1.0614767	3451.148	46.0	0.70259136	2514.8962	105.0	1.5490621	3385.3442	28.0	0.43825218	2580.5974	99.0	1.5861434	4033.2888	20.0	0.30749214	747.0161	21.0	0.25067765	1235.791	25.0	0.40659222	1472.0615	34.0	0.5436409	1496.632	26.0	0.4228559	1546.5092	7.0	0.10126857	815.86523	25.0	0.37851024	895.3035	12.0	0.17478044	1345.8799	9.0	0.1463732	563.03796	3.0	0.048791066	838.7986	2.0	0.032527376	333.7309	42.0	0.6579204	3466.7478	83.0	1.346525	5962.589	16.0	0.2253063	1124.4952	22.0	0.29816762	1980.2642	41.0	0.5695544	2896.4312	221.0	3.4988616	23411.81	86.0	1.3985687	21014.871	58.0	0.83530307	2289.8906
NC_032874.1	4396.0	58.964077	17408.08	141.0	1.7676591	8308.008	679.0	8.172141	8299.823	256.0	3.868505	12495.833	250.0	2.6251786	6463.8223	286.0	3.8462045	10344.858	254.0	3.3246183	5471.4795	95.0	1.0185653	4251.001	0.0	0.0	0.0	11.0	0.15313633	1003.3892	37.0	0.44380975	4464.7847	106.0	1.5954081	6076.237	110.0	1.4527079	9866.954	2.0	0.03185763	255.93088	0.0	0.0	0.0	2.0	0.015818961	343.21082	75.0	1.087224	3628.9443	327.0	5.2348676	16926.633	0.0	0.0	0.0	46.0	0.63429636	4575.5527	19.0	0.23816325	3446.3315	54.0	0.5670658	3411.0254	18.0	0.25771722	5141.5806	116.0	1.5708008	8741.453	78.0	1.0352631	3413.7983	198.0	2.787872	9412.132	54.0	0.8340108	2860.8896	42.0	0.63912994	2326.479	111.0	1.725585	3625.9707	51.0	0.8065473	4762.3364	139.0	2.1074371	5737.5513	24.0	0.3597715	908.23676	6.0	0.09051961	357.73773	21.0	0.31363288	1252.832	34.0	0.46468198	1516.3612	48.0	0.69823134	2892.7307	28.0	0.4357904	3306.4814	30.0	0.4321652	1088.527	32.0	0.3190157	3636.325	4.0	0.065802485	253.53775	2.0	0.032956168	566.5709	2.0	0.032956168	338.13046	35.0	0.45215863	2927.04	57.0	0.803032	4148.77	33.0	0.47588706	2349.8455	26.0	0.3581237	2371.1636	75.0	0.73657036	5368.1953	103.0	1.521806	11055.223	84.0	1.2930902	20796.738	131.0	1.8471932	5240.1743
NC_032875.1	241.0	7.4814334	2255.9072	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.03895092	115.38151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032877.1	30.0	0.3143784	103.18014	0.0	0.0	0.0	430.0	3.9574468	4565.09	1.0	0.014311612	42.394257	0.0	0.0	0.0	2.0	0.008396145	62.830505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.044270586	336.1946	1.0	0.014311612	44.95774	0.0	0.0	0.0	1.0	0.014311612	86.3908	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0076328595	496.17636	6.0	0.073275454	392.698	7.0	0.090449385	266.08667	10.0	0.06010877	412.86188	2.0	0.028623223	92.0278	0.0	0.0	0.0	19.0	0.21209808	539.0594	2.0	0.013739147	162.20412	4.0	0.035492796	143.40137	4.0	0.03969087	131.47083	12.0	0.14006297	621.40753	6.0	0.07747352	310.88992	11.0	0.14273447	426.08694	18.0	0.23738194	942.1526	2.0	0.02442515	205.12581	8.0	0.085010976	252.10966	8.0	0.059536304	789.5588	0.0	0.0	0.0	2.0	0.0076328595	492.08057	5.0	0.050376873	734.1859	11.0	0.11182139	798.97864	9.0	0.1288045	568.94305	84.0	1.0478008	5195.009	0.0	0.0	0.0	10.0	0.044461407	621.6541	8.0	0.09884553	745.76514	4.0	0.057246447	860.11743	26.0	0.29596412	903.2949
NC_032879.1	100.0	1.3074911	428.6289	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.01783591	52.83402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.025445897	114.690025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.03567182	613.2575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.03567182	86.59503
NC_032880.1	47.0	1.2875028	378.77084	49.0	1.1927118	5875.6978	31.0	0.7413369	771.1635	85.0	1.9510396	8443.642	175.0	3.5705342	9208.167	18.0	0.4337134	1325.002	78.0	2.1104405	3419.4106	8.0	0.061703555	728.5232	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0558909	982.30084	10.0	0.24144869	1166.5801	12.0	0.40219092	2190.5703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	1.2257992	5583.214	0.0	0.0	0.0	10.0	0.3348983	2024.2837	0.0	0.0	0.0	68.0	1.5251509	8741.499	63.0	2.06148	36622.684	234.0	6.1314554	35886.168	135.0	4.1788507	12024.383	165.0	4.3107533	15962.194	183.0	5.2302704	19730.77	121.0	3.1947238	13640.206	310.0	8.859826	20608.602	382.0	11.20456	72593.7	547.0	15.490722	45949.902	200.0	6.110217	15402.927	150.0	3.3802817	18200.797	139.0	3.7353008	16876.174	184.0	5.524033	16700.412	186.0	5.444668	22812.105	17.0	0.5088308	4085.4756	205.0	4.8947015	15137.613	91.0	2.5703108	21044.553	25.0	0.64833444	3224.8423	35.0	1.1737089	20177.994	30.0	0.9546166	10321.931	45.0	1.3433937	7658.766	62.0	1.6568298	9183.786	82.0	2.3404875	11882.963	94.0	2.0545495	17446.23	31.0	0.8133244	4515.588	123.0	3.9915047	26867.12	25.0	0.71540356	12596.26	28.0	0.8902303	2279.3865
NC_032884.1	357.0	8.066806	2974.8118	0.0	0.0	0.0	1.0	0.034674063	25.72156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.913546	4532.8247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.20781322	653.5399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_032886.1	98.0	1.7066202	410.29913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.2087108	3623.9883	2.0	0.034727063	159.3445	0.0	0.0	0.0	2.0	0.01300813	100.515724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.15029036	987.2596	2.0	0.034843206	87.28162	0.0	0.0	0.0	2.0	0.018815331	126.07376	0.0	0.0	0.0	10.0	0.17409988	471.52554	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.021602787	153.44734	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.22648084	3893.5784	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.081533104	461.7184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
