Contig	VIR_GYG_1_count	VIR_GYG_1_coverage	VIR_GYG_1_tpm	VIR_GB_2_count	VIR_GB_2_coverage	VIR_GB_2_tpm	VIR_HGMT_3_count	VIR_HGMT_3_coverage	VIR_HGMT_3_tpm	VIR_R_WU_i_4_count	VIR_R_WU_i_4_coverage	VIR_R_WU_i_4_tpm	VIR_R_WU_o_5_count	VIR_R_WU_o_5_coverage	VIR_R_WU_o_5_tpm	VIR_RXT_6_count	VIR_RXT_6_coverage	VIR_RXT_6_tpm	VIR_C_WZ_7_count	VIR_C_WZ_7_coverage	VIR_C_WZ_7_tpm	VIR_QTX_8_count	VIR_QTX_8_coverage	VIR_QTX_8_tpm	VIR_QTX_m_9_count	VIR_QTX_m_9_coverage	VIR_QTX_m_9_tpm	VIR_GWX_i_10_count	VIR_GWX_i_10_coverage	VIR_GWX_i_10_tpm	VIR_G_WX_m_11_count	VIR_G_WX_m_11_coverage	VIR_G_WX_m_11_tpm	VIR_G_SX_i_12_count	VIR_G_SX_i_12_coverage	VIR_G_SX_i_12_tpm	VIR_G_SXKQ_A_13_count	VIR_G_SXKQ_A_13_coverage	VIR_G_SXKQ_A_13_tpm	VIR_G_SXKQ_mb_14_count	VIR_G_SXKQ_mb_14_coverage	VIR_G_SXKQ_mb_14_tpm	VIR_G_SXKQ_mc_15_count	VIR_G_SXKQ_mc_15_coverage	VIR_G_SXKQ_mc_15_tpm	VIR_G_SXKQ_o_16_count	VIR_G_SXKQ_o_16_coverage	VIR_G_SXKQ_o_16_tpm	VIR_C_YC_i_17_count	VIR_C_YC_i_17_coverage	VIR_C_YC_i_17_tpm	VIR_C_YC_o_18_count	VIR_C_YC_o_18_coverage	VIR_C_YC_o_18_tpm	VIR_R_QJ_i_19_count	VIR_R_QJ_i_19_coverage	VIR_R_QJ_i_19_tpm	VIR_C_JZ_i_20_count	VIR_C_JZ_i_20_coverage	VIR_C_JZ_i_20_tpm	VIR_C_JZ_o_21_count	VIR_C_JZ_o_21_coverage	VIR_C_JZ_o_21_tpm	VIR_C_TGZ_22_count	VIR_C_TGZ_22_coverage	VIR_C_TGZ_22_tpm	VIR_R_DTH_i_23_count	VIR_R_DTH_i_23_coverage	VIR_R_DTH_i_23_tpm	VIR_R_DTH_M_24_count	VIR_R_DTH_M_24_coverage	VIR_R_DTH_M_24_tpm	VIR_R_DTH_o_25_count	VIR_R_DTH_o_25_coverage	VIR_R_DTH_o_25_tpm	VIR_C_WH_i_26_count	VIR_C_WH_i_26_coverage	VIR_C_WH_i_26_tpm	VIR_C_WH_m_27_count	VIR_C_WH_m_27_coverage	VIR_C_WH_m_27_tpm	VIR_C_WH_o_28_count	VIR_C_WH_o_28_coverage	VIR_C_WH_o_28_tpm	VIR_C_HS_i_29_count	VIR_C_HS_i_29_coverage	VIR_C_HS_i_29_tpm	VIR_N_CG_30_count	VIR_N_CG_30_coverage	VIR_N_CG_30_tpm	VIR_C_JJ_i_31_count	VIR_C_JJ_i_31_coverage	VIR_C_JJ_i_31_tpm	VIR_C_PYH_M_32_count	VIR_C_PYH_M_32_coverage	VIR_C_PYH_M_32_tpm	VIR_C_JJ_o_33_count	VIR_C_JJ_o_33_coverage	VIR_C_JJ_o_33_tpm	VIR_C_AQ_i_34_count	VIR_C_AQ_i_34_coverage	VIR_C_AQ_i_34_tpm	VIR_C_AQ_o_35_count	VIR_C_AQ_o_35_coverage	VIR_C_AQ_o_35_tpm	VIR_C_TL_i_36_count	VIR_C_TL_i_36_coverage	VIR_C_TL_i_36_tpm	VIR_C_TL_o_37_count	VIR_C_TL_o_37_coverage	VIR_C_TL_o_37_tpm	VIR_C_WH_i_38_count	VIR_C_WH_i_38_coverage	VIR_C_WH_i_38_tpm	VIR_C_WH_o_39_count	VIR_C_WH_o_39_coverage	VIR_C_WH_o_39_tpm	VIR_C_MAS_40_count	VIR_C_MAS_40_coverage	VIR_C_MAS_40_tpm	VIR_C_NJ_i_41_count	VIR_C_NJ_i_41_coverage	VIR_C_NJ_i_41_tpm	VIR_C_NJ_o_42_count	VIR_C_NJ_o_42_coverage	VIR_C_NJ_o_42_tpm	VIR_C_YZ_43_count	VIR_C_YZ_43_coverage	VIR_C_YZ_43_tpm	VIR_C_ZJ_44_count	VIR_C_ZJ_44_coverage	VIR_C_ZJ_44_tpm	VIR_C_C_CZ_45_count	VIR_C_C_CZ_45_coverage	VIR_C_C_CZ_45_tpm	VIR_C_JY_46_count	VIR_C_JY_46_coverage	VIR_C_JY_46_tpm	VIR_C_SNT_47_count	VIR_C_SNT_47_coverage	VIR_C_SNT_47_tpm	VIR_C_NT_48_count	VIR_C_NT_48_coverage	VIR_C_NT_48_tpm	VIR_C_CS_49_count	VIR_C_CS_49_coverage	VIR_C_CS_49_tpm	VIR_C_TCG_50_count	VIR_C_TCG_50_coverage	VIR_C_TCG_50_tpm
NC_001501.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.07201152	398.63187	2.0	0.03600576	263.672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.10801728	466.77957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001504.1	79.0	2.592358	667.55	7.0	0.20346929	880.1149	10.0	0.20628223	260.8331	13.0	0.4571027	1354.0428	10.0	0.26347867	551.71313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.07032349	244.63728	2.0	0.06235349	382.8107	0.0	0.0	0.0	2.0	0.07032349	645.19946	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.42194092	1325.4633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.07032349	269.57828	8.0	0.13408345	4876.158	10.0	0.33520862	1608.0123	38.0	0.99203	3548.8748	50.0	1.6422879	5071.737	45.0	1.4948429	5087.2554	78.0	2.5696204	9219.516	111.0	3.6068916	7737.275	93.0	3.1640882	18530.902	65.0	2.1228316	5725.1743	10.0	0.35161743	807.5167	7.0	0.24613221	890.58453	43.0	1.290436	5474.0107	60.0	1.894046	5710.0347	44.0	1.4514768	5658.266	30.0	0.9020159	7559.5005	107.0	3.2958274	8284.481	64.0	1.9824191	15518.738	7.0	0.24613221	946.7701	10.0	0.35021096	6044.8877	21.0	0.73839664	7575.952	87.0	2.6026723	15525.429	22.0	0.7735584	3416.8894	267.0	9.06376	40569.55	28.0	0.8415377	5448.9116	17.0	0.32911393	2596.4482	70.0	2.3220816	16032.157	33.0	0.94842947	17433.865	94.0	2.715893	8023.5396
NC_001539.1	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.039827164	83.61553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001550.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.014023607	365.1102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001554.1	346.0	9.652638	2611.4958	4.0	0.07956449	449.21872	32.0	0.6804858	745.53723	2.0	0.020938024	186.0696	15.0	0.29187605	739.198	3.0	0.09422111	206.82356	12.0	0.23387772	492.68845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.48450586	2731.424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.6526382	3596.6968	27.0	0.6798576	2663.831	0.0	0.0	0.0	5.0	0.09924623	947.9296	0.0	0.0	0.0	7.0	0.14782244	842.7709	0.0	0.0	0.0	1.0	0.031407036	143.63036	1.0	0.031407036	83.418724	1.0	0.031407036	90.60311	4.0	0.09966499	403.91263	3.0	0.056951422	316.73154	11.0	0.14803183	684.87946	0.0	0.0	0.0	2.0	0.029313233	157.34818	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.027638191	454.83484	0.0	0.0	0.0	1.0	0.031407036	114.86484	2.0	0.06260469	450.15103	4.0	0.03517588	276.6291	2.0	0.06281407	433.17447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.031407036	159.3974	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.09422111	521.4702	0.0	0.0	0.0	6.0	0.18844222	1227.4441	2.0	0.015494137	943.76996	2.0	0.06281407	152.48409
NC_001556.1	604.0	11.183635	3426.0928	68.0	1.2752163	5739.2563	121.0	2.1482298	2118.6218	103.0	2.1298192	7201.6406	20.0	0.34681353	740.7103	80.0	1.7291896	4144.9316	227.0	3.7617624	7004.319	0.0	0.0	0.0	16.0	0.25900865	3143.8154	0.0	0.0	0.0	0.0	0.0	0.0	98.0	2.1428797	8046.816	59.0	1.1065303	7580.737	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.10826121	2458.1023	11.0	0.14854446	762.3961	326.0	7.5472856	24171.814	29.0	0.38426435	7100.0444	10.0	0.22124311	1424.8033	47.0	0.44752163	12211.538	39.0	0.6163651	3528.784	4.0	0.048937846	1636.6396	40.0	0.7627065	4317.7217	107.0	2.1962235	6708.047	90.0	1.9260424	6128.2227	104.0	2.3680565	7892.4077	102.0	2.3450825	8093.1772	145.0	2.7302911	6784.8184	119.0	2.756255	15917.175	163.0	3.4668765	9637.586	47.0	1.0808812	2547.7378	2.0	0.047206923	170.8096	13.0	0.2552321	1110.9276	74.0	1.5793864	4727.424	16.0	0.31250983	1381.1974	24.0	0.5118804	4059.6482	56.0	1.1060582	2910.5488	24.0	0.5383163	3906.5461	12.0	0.2501967	1089.5146	20.0	0.4407553	8115.6494	23.0	0.5082612	5569.9478	25.0	0.4920535	2994.813	17.0	0.4011015	1772.4028	34.0	0.74209285	3467.9531	142.0	3.3491738	18550.064	6.0	0.0833989	615.1589	41.0	0.9431943	6303.52	28.0	0.6607396	9929.856	28.0	0.5063729	1604.3583
NC_001557.1	227.0	14.078289	6604.382	1.0	0.03874092	432.90335	6.0	0.582728	538.8448	3.0	0.20338982	1075.8699	2.0	0.10492332	379.92056	3.0	0.36319613	797.247	6.0	0.48910412	949.5886	22.0	1.3478612	7232.7544	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0686038	9752.251	8.0	0.52945924	3369.2417	8.0	0.968523	5272.2207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.09846651	710.988	3.0	0.36319613	1140.9253	0.0	0.0	0.0	8.0	0.53914446	5846.4087	0.0	0.0	0.0	18.0	1.3478612	8353.663	3.0	0.33575463	6295.911	0.0	0.0	0.0	12.0	1.1186441	3858.6719	63.0	5.711057	22002.738	2.0	0.24213076	778.4855	11.0	1.1815981	4476.678	25.0	2.8135593	6000.0454	12.0	0.94269574	8232.74	27.0	2.2195318	8188.203	2.0	0.24213076	556.072	3.0	0.36319613	1314.1593	2.0	0.21791768	876.631	7.0	0.76029056	2293.6912	5.0	0.37933818	2213.8591	0.0	0.0	0.0	4.0	0.20016143	1066.3289	11.0	1.0686038	9183.721	0.0	0.0	0.0	12.0	1.4527845	24975.77	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.79418886	4278.0684	25.0	3.0250201	13079.115	10.0	0.75060534	6700.4097	4.0	0.30508474	2103.489	4.0	0.44390637	3154.304	0.0	0.0	0.0	3.0	0.30992737	881.6758
NC_001604.1	1328.0	3.9007187	1198.672	250.0	0.79259837	3357.5837	1671.0	5.6035004	4655.695	549.0	1.6511506	6108.107	1271.0	3.770939	7490.382	265.0	0.89037734	2184.8079	1579.0	4.865388	7752.867	640.0	2.0726895	6527.647	1837.0	4.0606956	57436.273	188.0	0.40606454	3908.8027	979.0	2.4690888	26927.176	961.0	2.8512907	12556.291	525.0	1.516213	10733.929	1718.0	4.948669	50110.03	4549.0	10.162181	156756.44	1825.0	4.4042115	71384.336	3665.0	11.367504	40420.53	61.0	0.19032477	719.71674	962.0	2.2022686	37478.156	1116.0	3.4916995	25302.248	279.0	0.6452663	11534.978	1472.0	4.7058115	21193.771	1319.0	3.9849012	85877.23	673.0	2.1186619	11559.788	153.0	0.39547288	1526.3141	1156.0	3.7374866	12525.351	211.0	0.68282545	2547.9966	931.0	3.2310388	11754.624	733.0	2.4086688	5457.758	0.0	0.0	0.0	282.0	0.9089566	2653.2002	202.0	0.5240253	1742.4006	1492.0	3.9919124	20276.432	326.0	0.89303154	4433.025	439.0	1.3949971	4462.697	256.0	0.7801287	3516.542	260.0	0.7753712	6998.266	1318.0	4.554248	10900.3955	349.0	1.1772292	9039.56	20.0	0.05874252	288.9495	21.0	0.04927761	1355.9779	76.0	0.24303278	2928.714	91.0	0.26809725	1734.6472	123.0	0.35135338	2040.6039	171.0	0.5258532	2775.4314	414.0	1.2717029	8605.926	18.0	0.0551118	293.66245	145.0	0.23444425	3547.3774	21.0	0.059293386	1185.0708	331.0	1.0239627	3017.946
NC_001625.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.28619128	962.05426	20.0	0.5869306	1418.3746	15.0	0.40543765	3040.891	15.0	0.47078463	1344.1963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.07154782	261.67148	1.0	0.01574052	256.37033	34.0	1.1798235	2678.2832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.18602432	1089.3605	9.0	0.3212497	1422.1542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.07154782	173.68571
NC_001642.1	3.0	0.016965127	16.987606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001664.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0022211347	3.6910355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0052328426	60.79917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000608616	3.6078408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00023842689	2.357586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001672.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.003590342	104.557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.002782515	61.572433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001697.1	0.0	0.0	0.0	2.0	0.00247257	33.155136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0022253129	12.121152	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0030907125	51.327442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0019162417	72.005516	0.0	0.0	0.0	28.0	0.04503168	1351.861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.022067687	918.5844	4.0	0.00494514	71.08774	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0030907125	24.62727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.004697883	36.762478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0010508422	12.547779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0010817493	31.970968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.002287127	60.395336	0.0	0.0	0.0	0.0	0.0	0.0
NC_001702.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.036877688	133.43527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001716.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00025476876	4.4811754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.00041808205	4.315332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NC_001721.1	527.0	17.680994	5135.751	39.0	1.2852123	5655.129	72.0	2.7231684	2165.8672	57.0	2.216545	6846.9985	59.0	1.6523385	3754.0647	42.0	1.38578	3738.591	49.0	1.88186	2597.57	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.6034063	3367.194	0.0	0.0	0.0	50.0	1.1111112	7053.4097	8.0	0.29034874	1765.9584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.68721277	3453.163	122.0	4.4822927	15541.138	2.0	0.03568532	841.24835	22.0	0.74966204	5385.286	0.0	0.0	0.0	63.0	1.9745877	9793.366	54.0	1.4287646	37959.28	16.0	0.56690997	2967.1929	17.0	0.567721	1831.0172	29.0	0.93106246	3392.5095	15.0	0.5414977	1955.6841	16.0	0.6109759	2181.072	13.0	0.5233847	1045.0686	6.0	0.22438496	1378.8002	33.0	1.3371181	3352.1687	0.0	0.0	0.0	8.0	0.120032445	1173.8257	5.0	0.20194647	734.08057	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.36469316	2615.4763	3.0	0.08488781	267.8794	2.0	0.060556907	559.2974	4.0	0.089753985	623.9402	0.0	0.0	0.0	8.0	0.28277913	3328.4683	7.0	0.28169775	1440.6516	10.0	0.30683967	1791.2024	2.0	0.081103005	350.4737	0.0	0.0	0.0	29.0	1.1473371	5108.1675	13.0	0.52554744	3433.791	6.0	0.243309	3655.6733	20.0	0.7734523	1968.8134
NC_001728.1	8.0	0.13297069	43.575367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
